asi_codigo,nivelación = NULL xd,Tipología de asignatura,pro_id
2023263,0,DISCIPLINAR ,2527
2016392,0,FUNDAMENTACIÓN,2527
2016414,0,DISCIPLINAR ,2527
2016415,0,DISCIPLINAR ,2527
2016482,0,DISCIPLINAR ,2527
2016419,0,DISCIPLINAR ,2527
2016420,0,DISCIPLINAR ,2527
2016421,0,DISCIPLINAR ,2527
2024894,0,DISCIPLINAR ,2527
2015998,1,FUNDAMENTACIÓN ,2527
2015484,0,FUNDAMENTACIÓN,2527
2016840,NULL,TRABAJO DE GRADO,2527
2016841,NULL,TRABAJO DE GRADO,2527
2016485,1,FUNDAMENTACIÓN ,2527
2016486,0,DISCIPLINAR ,2527
2022834,1,DISCIPLINAR ,2530
2017547,0,DISCIPLINAR ,2530
2017549,0,DISCIPLINAR ,2530
2017548,0,DISCIPLINAR ,2530
2017551,0,DISCIPLINAR ,2530
2017553,0,DISCIPLINAR ,2530
2017556,0,DISCIPLINAR ,2530
2017557,0,DISCIPLINAR ,2530
2017558,0,DISCIPLINAR ,2530
2017559,0,DISCIPLINAR ,2530
2017560,0,DISCIPLINAR ,2530
2017563,0,DISCIPLINAR ,2530
2017552,0,DISCIPLINAR ,2530
2025278,0,DISCIPLINAR ,2530
2017568,0,DISCIPLINAR ,2530
2017570,0,DISCIPLINAR ,2530
2017572,0,DISCIPLINAR ,2530
2017573,0,DISCIPLINAR ,2530
2017606,0,DISCIPLINAR ,2530
2017574,0,DISCIPLINAR ,2530
2017577,0,DISCIPLINAR ,2530
2017578,0,DISCIPLINAR ,2530
2017581,0,DISCIPLINAR ,2530
2017582,0,DISCIPLINAR ,2530
2017583,0,DISCIPLINAR ,2530
2017586,0,DISCIPLINAR ,2530
2025304,0,DISCIPLINAR ,2530
2017596,0,DISCIPLINAR ,2530
2017587,0,DISCIPLINAR ,2530
2017588,0,DISCIPLINAR ,2530
2017589,0,DISCIPLINAR ,2530
2017591,0,DISCIPLINAR ,2530
2017592,0,DISCIPLINAR ,2530
2017593,0,DISCIPLINAR ,2530
2017594,0,DISCIPLINAR ,2530
2017595,0,DISCIPLINAR ,2530
2017612,0,DISCIPLINAR ,2530
2017613,0,DISCIPLINAR ,2530
2017584,0,DISCIPLINAR ,2530
2017599,0,DISCIPLINAR ,2530
2017601,0,DISCIPLINAR ,2530
2017602,0,DISCIPLINAR ,2530
2017609,0,DISCIPLINAR ,2530
2017610,0,DISCIPLINAR ,2530
2017615,0,DISCIPLINAR ,2530
2017616,0,DISCIPLINAR ,2530
2017617,0,DISCIPLINAR ,2530
2017618,0,DISCIPLINAR ,2530
2017620,0,DISCIPLINAR ,2530
2017621,0,DISCIPLINAR ,2530
2017623,0,DISCIPLINAR ,2530
2017624,0,DISCIPLINAR ,2530
2017626,0,DISCIPLINAR ,2530
2025285,0,DISCIPLINAR ,2530
2017627,0,DISCIPLINAR ,2530
2017628,0,DISCIPLINAR ,2530
2017629,0,DISCIPLINAR ,2530
2017630,0,DISCIPLINAR ,2530
2017631,0,DISCIPLINAR ,2530
2017635,0,DISCIPLINAR ,2530
2017632,0,DISCIPLINAR ,2530
2017634,0,DISCIPLINAR ,2530
2017638,0,DISCIPLINAR ,2530
2017639,0,DISCIPLINAR ,2530
2017641,0,DISCIPLINAR ,2530
2017644,0,DISCIPLINAR ,2530
2017645,0,DISCIPLINAR ,2530
2022660,NULL,NIVELACION,2530
2017550,1,DISCIPLINAR ,2530
1000095,NULL,NIVELACION,2530
1000049-B,NULL,NIVELACION,2530
1000046-B,NULL,NIVELACION,2530
1000050-B,NULL,NIVELACION,2530
2024731,NULL,NIVELACION,2530
1000052-B,NULL,NIVELACION,2530
2023927,NULL,NIVELACION,2530
1000002-B,NULL,NIVELACION,2530
2024747,1,FUNDAMENTACIÓN ,2530
2024749,1,FUNDAMENTACIÓN ,2530
2024750,1,FUNDAMENTACIÓN ,2530
2017652,1,FUNDAMENTACIÓN ,2530
2017653,1,FUNDAMENTACIÓN ,2530
2017654,0,DISCIPLINAR ,2530
2017656,0,DISCIPLINAR ,2530
2025279,0,DISCIPLINAR ,2530
2017659,0,DISCIPLINAR ,2530
2017663,0,DISCIPLINAR ,2530
2017661,0,DISCIPLINAR ,2530
2017658,0,DISCIPLINAR ,2530
2017662,0,DISCIPLINAR ,2530
2017657,0,DISCIPLINAR ,2530
2017678,0,DISCIPLINAR ,2530
2017679,0,DISCIPLINAR ,2530
2017664,0,DISCIPLINAR ,2530
2017665,0,DISCIPLINAR ,2530
2017668,0,DISCIPLINAR ,2530
2017666,0,DISCIPLINAR ,2530
2017669,0,DISCIPLINAR ,2530
2017671,0,DISCIPLINAR ,2530
2017675,0,DISCIPLINAR ,2530
2017680,0,DISCIPLINAR ,2530
2017681,0,DISCIPLINAR ,2530
2017684,0,DISCIPLINAR ,2530
2017685,0,DISCIPLINAR ,2530
2017715,0,DISCIPLINAR ,2530
2017687,0,DISCIPLINAR ,2530
2017730,0,DISCIPLINAR ,2530
2017731,0,DISCIPLINAR ,2530
2017729,0,DISCIPLINAR ,2530
2017722,0,DISCIPLINAR ,2530
2017723,0,DISCIPLINAR ,2530
2017690,0,DISCIPLINAR ,2530
2017691,0,DISCIPLINAR ,2530
2017692,0,DISCIPLINAR ,2530
2017693,0,DISCIPLINAR ,2530
2017703,0,DISCIPLINAR ,2530
2017694,0,DISCIPLINAR ,2530
2017696,0,DISCIPLINAR ,2530
2017698,0,DISCIPLINAR ,2530
2017700,0,DISCIPLINAR ,2530
2017701,0,DISCIPLINAR ,2530
2017713,0,DISCIPLINAR ,2530
2017720,0,DISCIPLINAR ,2530
2017716,0,DISCIPLINAR ,2530
2017734,0,DISCIPLINAR ,2530
2017704,0,DISCIPLINAR ,2530
2017706,0,DISCIPLINAR ,2530
2017707,0,DISCIPLINAR ,2530
2017708,0,DISCIPLINAR ,2530
2017709,0,DISCIPLINAR ,2530
2017712,0,DISCIPLINAR ,2530
2017728,0,DISCIPLINAR ,2530
2017714,0,DISCIPLINAR ,2530
2017717,0,DISCIPLINAR ,2530
2017718,0,DISCIPLINAR ,2530
2017721,0,DISCIPLINAR ,2530
2017733,0,DISCIPLINAR ,2530
2017735,0,DISCIPLINAR ,2530
2017736,0,DISCIPLINAR ,2530
2025305,0,DISCIPLINAR ,2530
2017737,0,DISCIPLINAR ,2530
2025306,0,DISCIPLINAR ,2530
2017738,0,DISCIPLINAR ,2530
2017741,0,DISCIPLINAR ,2530
2017739,0,DISCIPLINAR ,2530
2025268,0,DISCIPLINAR ,2530
2017746,0,DISCIPLINAR ,2530
2017747,0,DISCIPLINAR ,2530
2025307,0,DISCIPLINAR ,2530
2017749,0,DISCIPLINAR ,2530
2017750,0,DISCIPLINAR ,2530
2017751,0,DISCIPLINAR ,2530
2017752,0,DISCIPLINAR ,2530
2025308,0,DISCIPLINAR ,2530
2017754,0,DISCIPLINAR ,2530
2017758,0,DISCIPLINAR ,2530
2017757,0,DISCIPLINAR ,2530
2017756,0,DISCIPLINAR ,2530
2017763,0,DISCIPLINAR ,2530
2017765,0,DISCIPLINAR ,2530
2017744,0,DISCIPLINAR ,2530
2017745,0,DISCIPLINAR ,2530
2025271,0,DISCIPLINAR ,2530
2017766,0,DISCIPLINAR ,2530
2017767,0,DISCIPLINAR ,2530
2017768,0,DISCIPLINAR ,2530
2003551,0,DISCIPLINAR ,2530
2017848,NULL,TRABAJO DE GRADO,2530
2017849,NULL,TRABAJO DE GRADO,2530
2017547,0,DISCIPLINAR ,2997
2017555,0,DISCIPLINAR ,2997
2017556,0,DISCIPLINAR ,2997
2017558,0,DISCIPLINAR ,2997
2025274,0,DISCIPLINAR ,2997
2017562,0,DISCIPLINAR ,2997
2017563,0,DISCIPLINAR ,2997
2017565,0,DISCIPLINAR ,2997
2017568,0,DISCIPLINAR ,2997
2017576,0,DISCIPLINAR ,2997
2025296,0,DISCIPLINAR ,2997
2017590,0,DISCIPLINAR ,2997
2017592,0,DISCIPLINAR ,2997
2017600,0,DISCIPLINAR ,2997
2017602,0,DISCIPLINAR ,2997
2017604,0,DISCIPLINAR ,2997
2025302,0,DISCIPLINAR ,2997
2029055,1,DISCIPLINAR ,2997
2017614,0,DISCIPLINAR ,2997
2017621,0,DISCIPLINAR ,2997
2017626,0,DISCIPLINAR ,2997
2025285,0,DISCIPLINAR ,2997
2017627,0,DISCIPLINAR ,2997
2017628,0,DISCIPLINAR ,2997
2017631,0,DISCIPLINAR ,2997
2017637,0,DISCIPLINAR ,2997
2017641,0,DISCIPLINAR ,2997
2017645,0,DISCIPLINAR ,2997
2028950,0,DISCIPLINAR ,2997
2028853,0,DISCIPLINAR ,2997
2028854,0,DISCIPLINAR ,2997
2028858,0,DISCIPLINAR ,2997
2028934,0,DISCIPLINAR ,2997
2028869,0,DISCIPLINAR ,2997
2028870,0,DISCIPLINAR ,2997
2028871,0,DISCIPLINAR ,2997
2028904,0,DISCIPLINAR ,2997
2028954,0,DISCIPLINAR ,2997
2028920,0,DISCIPLINAR ,2997
2017550,1,DISCIPLINAR ,2997
2017647,1,DISCIPLINAR ,2997
1000044-B,NULL,NIVELACION,2997
1000045-B,NULL,NIVELACION,2997
1000046-B,NULL,NIVELACION,2997
1000052-B,NULL,NIVELACION,2997
1000053-B,NULL,NIVELACION,2997
1000047-B,NULL,NIVELACION,2997
1000002-B,NULL,NIVELACION,2997
2024747,1,FUNDAMENTACIÓN ,2997
2024749,1,FUNDAMENTACIÓN ,2997
2024750,1,FUNDAMENTACIÓN ,2997
2017652,1,FUNDAMENTACIÓN ,2997
2017653,1,FUNDAMENTACIÓN ,2997
2017654,0,DISCIPLINAR ,2997
2017656,0,DISCIPLINAR ,2997
2025279,0,DISCIPLINAR ,2997
2017662,0,DISCIPLINAR ,2997
2017678,0,DISCIPLINAR ,2997
2017666,0,DISCIPLINAR ,2997
2017673,0,DISCIPLINAR ,2997
2017669,0,DISCIPLINAR ,2997
2017670,0,DISCIPLINAR ,2997
2017680,0,DISCIPLINAR ,2997
2017684,0,DISCIPLINAR ,2997
2017722,0,DISCIPLINAR ,2997
2017700,0,DISCIPLINAR ,2997
2017701,0,DISCIPLINAR ,2997
2017705,0,DISCIPLINAR ,2997
2017707,0,DISCIPLINAR ,2997
2017708,0,DISCIPLINAR ,2997
2017719,0,DISCIPLINAR ,2997
2017717,0,DISCIPLINAR ,2997
2017732,0,DISCIPLINAR ,2997
2017737,0,DISCIPLINAR ,2997
2017739,0,DISCIPLINAR ,2997
2025268,0,DISCIPLINAR ,2997
2017746,0,DISCIPLINAR ,2997
2025307,0,DISCIPLINAR ,2997
2017748,0,DISCIPLINAR ,2997
2017752,0,DISCIPLINAR ,2997
2017755,0,DISCIPLINAR ,2997
2017757,0,DISCIPLINAR ,2997
2017756,0,DISCIPLINAR ,2997
2017744,0,DISCIPLINAR ,2997
2028866,0,DISCIPLINAR ,2997
2028873,0,DISCIPLINAR ,2997
2028922,0,DISCIPLINAR ,2997
2028883,0,DISCIPLINAR ,2997
2028863,0,DISCIPLINAR ,2997
2028877,0,DISCIPLINAR ,2997
2028921,0,DISCIPLINAR ,2997
2028916,0,DISCIPLINAR ,2997
2028980,0,DISCIPLINAR ,2997
2028928,0,DISCIPLINAR ,2997
2028958,0,DISCIPLINAR ,2997
2028923,0,DISCIPLINAR ,2997
2028925,0,DISCIPLINAR ,2997
2028884,0,DISCIPLINAR ,2997
2028926,0,DISCIPLINAR ,2997
2017848,NULL,TRABAJO DE GRADO,2997
2017849,NULL,TRABAJO DE GRADO,2997
2015148,0,DISCIPLINAR ,2531
2015147,0,DISCIPLINAR ,2531
2015634,0,FUNDAMENTACIÓN,2531
2015276,0,DISCIPLINAR ,2531
2015225,1,FUNDAMENTACIÓN ,2531
2015226,0,DISCIPLINAR ,2531
2015227,0,DISCIPLINAR ,2531
2015228,0,DISCIPLINAR ,2531
2015229,1,FUNDAMENTACIÓN ,2531
2028775,0,FUNDAMENTACIÓN,2531
2015537,0,DISCIPLINAR ,2531
2015230,0,DISCIPLINAR ,2531
2027915,0,FUNDAMENTACIÓN,2531
2028621,0,DISCIPLINAR ,2531
2027662,0,DISCIPLINAR ,2531
2028623,1,FUNDAMENTACIÓN ,2531
2015233,1,FUNDAMENTACIÓN ,2531
2015270,0,FUNDAMENTACIÓN,2531
2028624,0,FUNDAMENTACIÓN,2531
2015271,1,FUNDAMENTACIÓN ,2531
2015234,0,DISCIPLINAR ,2531
2027928,0,DISCIPLINAR ,2531
2027927,1,FUNDAMENTACIÓN ,2531
2015235,0,DISCIPLINAR ,2531
2007460,1,FUNDAMENTACIÓN ,2531
2015236,0,DISCIPLINAR ,2531
2015237,0,DISCIPLINAR ,2531
2008623,0,DISCIPLINAR ,2531
2015238,1,FUNDAMENTACIÓN ,2531
2015239,0,DISCIPLINAR ,2531
2015240,1,FUNDAMENTACIÓN ,2531
2015241,0,DISCIPLINAR ,2531
2008624,1,FUNDAMENTACIÓN ,2531
2015242,0,DISCIPLINAR ,2531
2007459,0,DISCIPLINAR ,2531
2015243,0,DISCIPLINAR ,2531
2027698,0,DISCIPLINAR ,2531
2027691,0,DISCIPLINAR ,2531
2015245,0,DISCIPLINAR ,2531
2015246,0,DISCIPLINAR ,2531
2015247,0,DISCIPLINAR ,2531
2015613,0,FUNDAMENTACIÓN,2531
2015248,1,DISCIPLINAR ,2531
1000044-B,NULL,NIVELACION,2531
1000045-B,NULL,NIVELACION,2531
1000049-B,NULL,NIVELACION,2531
1000046-B,NULL,NIVELACION,2531
1000050-B,NULL,NIVELACION,2531
1000052-B,NULL,NIVELACION,2531
1000053-B,NULL,NIVELACION,2531
1000047-B,NULL,NIVELACION,2531
1000051-B,NULL,NIVELACION,2531
2015610,0,FUNDAMENTACIÓN,2531
2015249,0,FUNDAMENTACIÓN,2531
2015250,1,FUNDAMENTACIÓN ,2531
2015251,1,DISCIPLINAR ,2531
1000002-B,NULL,NIVELACION,2531
1000001-B,NULL,NIVELACION,2531
2015252,0,DISCIPLINAR ,2531
2015253,1,FUNDAMENTACIÓN ,2531
2015630,0,FUNDAMENTACIÓN,2531
2015255,0,DISCIPLINAR ,2531
2015631,0,FUNDAMENTACIÓN,2531
2015256,0,FUNDAMENTACIÓN,2531
2015257,0,DISCIPLINAR ,2531
2015258,0,DISCIPLINAR ,2531
2015259,0,DISCIPLINAR ,2531
2015260,0,DISCIPLINAR ,2531
2015261,0,DISCIPLINAR ,2531
2027929,0,DISCIPLINAR ,2531
2015263,0,DISCIPLINAR ,2531
2015264,0,DISCIPLINAR ,2531
2015265,0,DISCIPLINAR ,2531
2021185,NULL,NIVELACION,2531
2015266,1,FUNDAMENTACIÓN ,2531
2015267,1,DISCIPLINAR ,2531
2007461,0,DISCIPLINAR ,2531
2004418,0,DISCIPLINAR ,2531
2015268,0,DISCIPLINAR ,2531
2015269,1,DISCIPLINAR ,2531
2015274,NULL,TRABAJO DE GRADO,2531
2015275,NULL,TRABAJO DE GRADO,2531
2028087,NULL,TRABAJO DE GRADO,2531
2015225,1,FUNDAMENTACIÓN ,2757
2015229,1,FUNDAMENTACIÓN ,2757
2015238,1,FUNDAMENTACIÓN ,2757
2015240,1,FUNDAMENTACIÓN ,2757
2015247,1,DISCIPLINAR ,2757
1000044-B,NULL,NIVELACION,2757
1000045-B,NULL,NIVELACION,2757
1000049-B,NULL,NIVELACION,2757
1000046-B,NULL,NIVELACION,2757
1000050-B,NULL,NIVELACION,2757
1000052-B,NULL,NIVELACION,2757
1000053-B,NULL,NIVELACION,2757
1000047-B,NULL,NIVELACION,2757
1000051-B,NULL,NIVELACION,2757
2015250,1,FUNDAMENTACIÓN ,2757
2015612,0,DISCIPLINAR ,2532
2017354,0,DISCIPLINAR ,2532
2017355,0,DISCIPLINAR ,2532
2015225,0,DISCIPLINAR ,2532
2027363,0,DISCIPLINAR ,2532
2029342,0,DISCIPLINAR ,2532
2022487,0,DISCIPLINAR ,2532
2026787,0,DISCIPLINAR ,2532
1000014-B,0,FUNDAMENTACIÓN,2532
2024342,0,DISCIPLINAR ,2532
2017363,0,DISCIPLINAR ,2532
2017364,0,DISCIPLINAR ,2532
2015239,0,DISCIPLINAR ,2532
2015240,0,DISCIPLINAR ,2532
2026790,0,DISCIPLINAR ,2532
2015613,0,DISCIPLINAR ,2532
2015614,0,DISCIPLINAR ,2532
2028051,0,DISCIPLINAR ,2532
2015619,0,DISCIPLINAR ,2532
2015621,0,DISCIPLINAR ,2532
2015623,1,DISCIPLINAR ,2532
2015625,1,DISCIPLINAR ,2532
2015626,1,DISCIPLINAR ,2532
2015629,1,DISCIPLINAR ,2532
2026788,0,DISCIPLINAR ,2532
2015248,0,DISCIPLINAR ,2532
2026194,0,DISCIPLINAR ,2532
2025264,0,DISCIPLINAR ,2532
2015615,0,DISCIPLINAR ,2532
2015616,0,DISCIPLINAR ,2532
2025479,0,DISCIPLINAR ,2532
2017367,0,DISCIPLINAR ,2532
1000044-B,NULL,NIVELACION,2532
1000045-B,NULL,NIVELACION,2532
1000046-B,NULL,NIVELACION,2532
1000052-B,NULL,NIVELACION,2532
1000053-B,NULL,NIVELACION,2532
1000047-B,NULL,NIVELACION,2532
2028616,0,DISCIPLINAR ,2532
2015610,1,FUNDAMENTACIÓN ,2532
2028392,0,DISCIPLINAR ,2532
2029343,0,DISCIPLINAR ,2532
1000002-B,NULL,NIVELACION,2532
2015611,0,FUNDAMENTACIÓN,2532
2015630,1,DISCIPLINAR ,2532
2029207,0,DISCIPLINAR ,2532
2017377,0,DISCIPLINAR ,2532
2017374,0,DISCIPLINAR ,2532
2017375,0,DISCIPLINAR ,2532
2015256,0,DISCIPLINAR ,2532
2027653,0,DISCIPLINAR ,2532
2025738,0,DISCIPLINAR ,2532
2025266,0,DISCIPLINAR ,2532
2015627,0,DISCIPLINAR ,2532
2024454,0,DISCIPLINAR ,2532
2026791,0,DISCIPLINAR ,2532
2015748,0,DISCIPLINAR ,2532
2015749,1,DISCIPLINAR ,2532
2017379,0,FUNDAMENTACIÓN,2532
2015853,0,DISCIPLINAR ,2532
2015866,0,DISCIPLINAR ,2532
2015870,0,DISCIPLINAR ,2532
2015874,0,DISCIPLINAR ,2532
2015284,NULL,TRABAJO DE GRADO,2532
2015285,NULL,TRABAJO DE GRADO,2532
2015452,0,DISCIPLINAR ,2837
2015982,0,DISCIPLINAR ,2837
2015983,0,DISCIPLINAR ,2837
2015997,0,DISCIPLINAR ,2837
2024386,1,DISCIPLINAR ,2837
2015455,0,DISCIPLINAR ,2837
2024385,1,DISCIPLINAR ,2837
2015459,0,DISCIPLINAR ,2837
2015985,0,FUNDAMENTACIÓN,2837
1000044-B,NULL,NIVELACION,2837
1000048-B,NULL,NIVELACION,2837
1000045-B,NULL,NIVELACION,2837
1000049-B,NULL,NIVELACION,2837
2023925,NULL,NIVELACION,2837
1000046-B,NULL,NIVELACION,2837
1000050-B,NULL,NIVELACION,2837
2023926,NULL,NIVELACION,2837
2024731,NULL,NIVELACION,2837
1000052-B,NULL,NIVELACION,2837
1000053-B,NULL,NIVELACION,2837
2023927,NULL,NIVELACION,2837
1000047-B,NULL,NIVELACION,2837
1000051-B,NULL,NIVELACION,2837
1000002-B,NULL,NIVELACION,2837
2024388,0,DISCIPLINAR ,2837
2015466,1,FUNDAMENTACIÓN ,2837
2015465,0,DISCIPLINAR ,2837
2015987,0,FUNDAMENTACIÓN,2837
1000001-B,NULL,NIVELACION,2837
2015989,1,FUNDAMENTACIÓN ,2837
2015990,1,FUNDAMENTACIÓN ,2837
2015991,0,DISCIPLINAR ,2837
2024391,1,DISCIPLINAR ,2837
2026251,0,DISCIPLINAR ,2837
2015474,0,DISCIPLINAR ,2837
2015992,0,FUNDAMENTACIÓN,2837
2015999,0,FUNDAMENTACIÓN,2837
2015475,0,DISCIPLINAR ,2837
2015476,1,DISCIPLINAR ,2837
2015478,0,DISCIPLINAR ,2837
2015479,0,DISCIPLINAR ,2837
2015480,1,DISCIPLINAR ,2837
2015486,1,DISCIPLINAR ,2837
2015487,1,DISCIPLINAR ,2837
2015994,0,DISCIPLINAR ,2837
2024392,1,DISCIPLINAR ,2837
2015998,0,DISCIPLINAR ,2837
2015482,1,FUNDAMENTACIÓN ,2837
2015483,0,FUNDAMENTACIÓN,2837
2015993,1,FUNDAMENTACIÓN ,2837
2015484,0,DISCIPLINAR ,2837
2015297,NULL,TRABAJO DE GRADO,2837
2015298,NULL,TRABAJO DE GRADO,2837
2017851,0,DISCIPLINAR ,2535
2015979,0,DISCIPLINAR ,2535
2025535,0,DISCIPLINAR ,2535
2017853,0,DISCIPLINAR ,2535
2017854,0,DISCIPLINAR ,2535
2017855,0,DISCIPLINAR ,2535
2017857,1,FUNDAMENTACIÓN ,2535
2017858,1,FUNDAMENTACIÓN ,2535
1000009-B,1,FUNDAMENTACIÓN ,2535
2015798,0,DISCIPLINAR ,2535
2015229,0,FUNDAMENTACIÓN,2535
2024228,0,DISCIPLINAR ,2535
2024804,0,DISCIPLINAR ,2535
2025328,0,DISCIPLINAR ,2535
2017862,0,DISCIPLINAR ,2535
2015799,0,DISCIPLINAR ,2535
2017866,0,DISCIPLINAR ,2535
2017867,0,DISCIPLINAR ,2535
2017869,0,DISCIPLINAR ,2535
2017870,0,DISCIPLINAR ,2535
2024634,0,DISCIPLINAR ,2535
2017872,0,DISCIPLINAR ,2535
2017873,1,DISCIPLINAR ,2535
2017874,1,FUNDAMENTACIÓN ,2535
2027654,1,FUNDAMENTACIÓN ,2535
1000014-B,1,FUNDAMENTACIÓN ,2535
2026113,1,DISCIPLINAR ,2535
2017878,0,DISCIPLINAR ,2535
2017879,0,DISCIPLINAR ,2535
2017484,0,DISCIPLINAR ,2535
2017881,1,FUNDAMENTACIÓN ,2535
2027327,0,DISCIPLINAR ,2535
2015623,0,FUNDAMENTACIÓN,2535
2015624,0,FUNDAMENTACIÓN,2535
2015625,0,FUNDAMENTACIÓN,2535
2017884,0,DISCIPLINAR ,2535
2022300,0,FUNDAMENTACIÓN,2535
2017885,0,DISCIPLINAR ,2535
1000044-B,NULL,NIVELACION,2535
1000045-B,NULL,NIVELACION,2535
1000049-B,NULL,NIVELACION,2535
1000046-B,NULL,NIVELACION,2535
1000050-B,NULL,NIVELACION,2535
2024731,NULL,NIVELACION,2535
1000052-B,NULL,NIVELACION,2535
1000053-B,NULL,NIVELACION,2535
1000047-B,NULL,NIVELACION,2535
1000051-B,NULL,NIVELACION,2535
2025341,0,DISCIPLINAR ,2535
1000002-B,NULL,NIVELACION,2535
2017890,0,DISCIPLINAR ,2535
1000001-B,NULL,NIVELACION,2535
2017891,0,DISCIPLINAR ,2535
2015805,0,DISCIPLINAR ,2535
2017861,1,DISCIPLINAR ,2535
2017860,1,DISCIPLINAR ,2535
2017924,0,DISCIPLINAR ,2535
2017894,0,DISCIPLINAR ,2535
2017896,0,DISCIPLINAR ,2535
2021673,0,DISCIPLINAR ,2535
2021667,1,DISCIPLINAR ,2535
2017897,1,DISCIPLINAR ,2535
2017898,1,DISCIPLINAR ,2535
2021668,1,FUNDAMENTACIÓN ,2535
2021669,1,DISCIPLINAR ,2535
2017850,0,DISCIPLINAR ,2977
2017852,0,DISCIPLINAR ,2977
2017857,1,FUNDAMENTACIÓN ,2977
2017858,1,FUNDAMENTACIÓN ,2977
1000009-B,1,FUNDAMENTACIÓN ,2977
2015798,0,DISCIPLINAR ,2977
2021664,0,DISCIPLINAR ,2977
2017864,0,DISCIPLINAR ,2977
2017865,0,DISCIPLINAR ,2977
2025330,0,DISCIPLINAR ,2977
2017872,0,DISCIPLINAR ,2977
2017873,1,DISCIPLINAR ,2977
2027654,1,FUNDAMENTACIÓN ,2977
1000014-B,1,FUNDAMENTACIÓN ,2977
2017877,0,DISCIPLINAR ,2977
2026113,1,DISCIPLINAR ,2977
2027326,0,DISCIPLINAR ,2977
2017878,0,DISCIPLINAR ,2977
2017484,0,DISCIPLINAR ,2977
2017881,1,FUNDAMENTACIÓN ,2977
1000044-B,NULL,NIVELACION,2977
1000045-B,NULL,NIVELACION,2977
1000046-B,NULL,NIVELACION,2977
1000052-B,NULL,NIVELACION,2977
1000053-B,NULL,NIVELACION,2977
1000047-B,NULL,NIVELACION,2977
1000002-B,NULL,NIVELACION,2977
1000001-B,NULL,NIVELACION,2977
2017861,1,DISCIPLINAR ,2977
2017860,1,DISCIPLINAR ,2977
2017893,0,DISCIPLINAR ,2977
2021667,0,DISCIPLINAR ,2977
2017897,1,DISCIPLINAR ,2977
2017898,1,DISCIPLINAR ,2977
2021668,1,FUNDAMENTACIÓN ,2977
2021669,1,DISCIPLINAR ,2977
2017900,0,DISCIPLINAR ,2977
2017902,0,DISCIPLINAR ,2977
2017904,0,DISCIPLINAR ,2977
2017905,1,DISCIPLINAR ,2977
2017906,1,DISCIPLINAR ,2977
2017908,1,DISCIPLINAR ,2977
2017909,0,DISCIPLINAR ,2977
2026114,1,DISCIPLINAR ,2977
2017913,0,DISCIPLINAR ,2977
2023274,0,DISCIPLINAR ,2977
2017914,0,DISCIPLINAR ,2977
2024229,0,DISCIPLINAR ,2977
2017915,0,DISCIPLINAR ,2977
2017918,0,DISCIPLINAR ,2977
2026191,0,DISCIPLINAR ,2977
2015810,0,FUNDAMENTACIÓN,2977
2017920,0,DISCIPLINAR ,2977
2017946,NULL,TRABAJO DE GRADO,2977
2017947,NULL,TRABAJO DE GRADO,2977
2017923,0,DISCIPLINAR ,2977
2028657,0,DISCIPLINAR ,2536
2025310,1,FUNDAMENTACIÓN ,2536
2015799,1,DISCIPLINAR ,2536
2015793,0,FUNDAMENTACIÓN,2536
2015800,0,FUNDAMENTACIÓN,2536
2015801,0,FUNDAMENTACIÓN,2536
2015623,0,FUNDAMENTACIÓN,2536
2015626,0,FUNDAMENTACIÓN,2536
2015803,1,DISCIPLINAR ,2536
1000044-B,NULL,NIVELACION,2536
1000048-B,NULL,NIVELACION,2536
1000045-B,NULL,NIVELACION,2536
1000049-B,NULL,NIVELACION,2536
2023925,NULL,NIVELACION,2536
1000046-B,NULL,NIVELACION,2536
1000050-B,NULL,NIVELACION,2536
2023926,NULL,NIVELACION,2536
2024731,NULL,NIVELACION,2536
1000052-B,NULL,NIVELACION,2536
1000053-B,NULL,NIVELACION,2536
2023927,NULL,NIVELACION,2536
1000047-B,NULL,NIVELACION,2536
1000051-B,NULL,NIVELACION,2536
2015249,1,FUNDAMENTACIÓN ,2536
1000002-B,NULL,NIVELACION,2536
2015805,1,DISCIPLINAR ,2536
2015806,1,DISCIPLINAR ,2536
2017893,0,DISCIPLINAR ,2536
2015256,1,DISCIPLINAR ,2536
2028749,0,DISCIPLINAR ,2536
2028748,0,DISCIPLINAR ,2536
2015809,0,FUNDAMENTACIÓN,2536
2015810,0,FUNDAMENTACIÓN,2536
2015811,0,DISCIPLINAR ,2536
2015823,0,DISCIPLINAR ,2536
2015825,0,DISCIPLINAR ,2536
2026854,0,DISCIPLINAR ,2536
2025060,0,DISCIPLINAR ,2536
2025059,0,DISCIPLINAR ,2536
2015828,0,DISCIPLINAR ,2536
2015838,0,DISCIPLINAR ,2536
2015839,0,DISCIPLINAR ,2536
2027234,0,DISCIPLINAR ,2536
2015843,0,DISCIPLINAR ,2536
2025062,0,DISCIPLINAR ,2536
2026176,1,FUNDAMENTACIÓN ,2536
2015813,1,DISCIPLINAR ,2536
2015814,1,DISCIPLINAR ,2536
2015853,1,DISCIPLINAR ,2536
2015862,0,DISCIPLINAR ,2536
2015865,1,DISCIPLINAR ,2536
2015866,1,DISCIPLINAR ,2536
2015867,0,DISCIPLINAR ,2536
2028322,0,DISCIPLINAR ,2536
2028750,0,DISCIPLINAR ,2536
2015293,NULL,TRABAJO DE GRADO,2536
2015294,NULL,TRABAJO DE GRADO,2536
